,FIPS 1970,SMSA 1970,STATE 1970,COUNTY 1970,FIPS 1980,SMSA 1980,COUNTY 1980,STATE 1980,MSA NAME 1980,FIPS 1990,MSA 1990,COUNTY 1990,STATE 1990,MSA NAME 1990,FIPS 2000,MSA Code 2000,County 2000,MSA Name 2000,FIPS 2010,CBSA 2010,County 2010,CBSA Name 2010,CBSA State 2010,Metro/Micro 2010,1970 Pop,1980 Pop,1990 Pop,2000 Pop,2010 Pop,1970 Emp,1980 Emp,1990 Emp,2000 Emp,2010 Emp
1408,29201,NA,Missouri,Scott,29201,NA,Scott,Missouri,NA,29201,9999,Scott,Missouri,NA,29201,9999,Scott MO,,29201,43460,Scott MO,Sikeston, MO,Micro,33474,39669,39424,40371,39241,13574,17167,18831,20018,19323
1409,29203,NA,Missouri,Shannon,29203,NA,Shannon,Missouri,NA,29203,9999,Shannon,Missouri,NA,29203,9999,Shannon MO,,29203, ,Shannon MO, , ,,7216,7904,7610,8331,8446,2328,2438,2977,3691,2905
1410,29205,NA,Missouri,Shelby,29205,NA,Shelby,Missouri,NA,29205,9999,Shelby,Missouri,NA,29205,9999,Shelby MO,,29205, ,Shelby MO, , ,,7944,7830,6922,6790,6376,4171,3594,3607,3769,3658
1411,29207,NA,Missouri,Stoddard,29207,NA,Stoddard,Missouri,NA,29207,9999,Stoddard,Missouri,NA,29207,9999,Stoddard MO,,29207, ,Stoddard MO, , ,,25872,28972,28907,29756,30022,10204,12591,13623,14534,15326
1412,29209,NA,Missouri,Stone,29209,NA,Stone,Missouri,NA,29209,9999,Stone,Missouri,NA,29209,9999,Stone MO,,29209,14700,Stone MO,Branson, MO,Micro,9995,15658,19197,28600,32058,3632,5780,7892,12920,11347
1414,29211,NA,Missouri,Sullivan,29211,NA,Sullivan,Missouri,NA,29211,9999,Sullivan,Missouri,NA,29211,9999,Sullivan MO,,29211, ,Sullivan MO, , ,,7516,7418,6332,7227,6721,3980,3415,3524,4602,4268
1415,29213,NA,Missouri,Taney,29213,NA,Taney,Missouri,NA,29213,9999,Taney,Missouri,NA,29213,9999,Taney MO,,29213,14700,Taney MO,Branson, MO,Micro,13216,20592,25773,40059,51925,5067,8947,14845,29244,35553
1416,29215,NA,Missouri,Texas,29215,NA,Texas,Missouri,NA,29215,9999,Texas,Missouri,NA,29215,9999,Texas MO,,29215, ,Texas MO, , ,,18413,21118,21497,23049,26028,7368,8939,9794,10040,10345
1417,29217,NA,Missouri,Vernon,29217,NA,Vernon,Missouri,NA,29217,9999,Vernon,Missouri,NA,29217,9999,Vernon MO,,29217, ,Vernon MO, , ,,19028,19834,19050,20428,21124,8130,9728,10526,11524,10954
1418,29219,NA,Missouri,Warren,29219,NA,Warren,Missouri,NA,29219,9999,Warren,Missouri,NA,29219,7040,Warren MO,St. Louis,29219,41180,Warren MO,St. Louis, MO-IL,Metro,9797,15024,19616,24745,32578,3537,5369,7502,9627,10653
1420,29221,NA,Missouri,Washington,29221,NA,Washington,Missouri,NA,29221,9999,Washington,Missouri,NA,29221,9999,Washington MO,,29221, ,Washington MO, , ,,15127,18031,20472,23395,25177,4825,4947,5592,7230,6570
1421,29223,NA,Missouri,Wayne,29223,NA,Wayne,Missouri,NA,29223,9999,Wayne,Missouri,NA,29223,9999,Wayne MO,,29223, ,Wayne MO, , ,,8655,11310,11564,13259,13509,2338,3311,4434,4102,4316
1422,29225,NA,Missouri,Webster,29225,NA,Webster,Missouri,NA,29225,9999,Webster,Missouri,NA,29225,7920,Webster MO,Springfield,29225,44180,Webster MO,Springfield, MO,Metro,15687,20466,23794,31219,36273,5264,7106,9019,11196,13365
1423,29227,NA,Missouri,Worth,29227,NA,Worth,Missouri,NA,29227,9999,Worth,Missouri,NA,29227,9999,Worth MO,,29227, ,Worth MO, , ,,3367,3012,2436,2382,2155,1516,1358,1259,1235,1132
1424,29229,NA,Missouri,Wright,29229,NA,Wright,Missouri,NA,29229,9999,Wright,Missouri,NA,29229,9999,Wright MO,,29229, ,Wright MO, , ,,13772,16222,16772,17926,18857,5324,7080,8057,8487,8019
1431,29510,7040,Missouri,St Louis City,29510,7040,St Louis City,Missouri,ST. LOUIS MO.-ILL.,29510,7040,St Louis City,Missouri,St. Louis MO--IL MSA,29510,7040,St. Louis city MO,St. Louis,29510,41180,St. Louis (Independent City) MO,St. Louis, MO-IL,Metro,619269,451112,395857,347144,319289,447850,412112,318691,293390,267927
1432,30001,NA,Montana,Beaverhead,30001,NA,Beaverhead,Montana,NA,30001,9999,Beaverhead,Montana,NA,30001,9999,Beaverhead MT,,30001, ,Beaverhead MT, , ,,8207,8240,8429,9204,9241,3240,3886,4356,5463,5717
1433,30003,NA,Montana,Big Horn,30003,NA,Big Horn,Montana,NA,30003,9999,Big Horn,Montana,NA,30003,9999,Big Horn MT,,30003, ,Big Horn MT, , ,,10063,11051,11313,12669,12907,4008,5594,4830,6118,6030
1434,30005,NA,Montana,Blaine,30005,NA,Blaine,Montana,NA,30005,9999,Blaine,Montana,NA,30005,9999,Blaine MT,,30005, ,Blaine MT, , ,,6740,7002,6685,6968,6490,2769,2870,3048,2854,2691
1435,30007,NA,Montana,Broadwater,30007,NA,Broadwater,Montana,NA,30007,9999,Broadwater,Montana,NA,30007,9999,Broadwater MT,,30007, ,Broadwater MT, , ,,2540,3253,3328,4378,5626,1067,1471,1556,2111,2260
1436,30009,NA,Montana,Carbon,30009,NA,Carbon,Montana,NA,30009,9999,Carbon,Montana,NA,30009,9999,Carbon MT,,30009,13740,Carbon MT,Billings, MT,Metro,7081,8119,8077,9561,10066,2747,3118,3549,4817,5218
1437,30011,NA,Montana,Carter,30011,NA,Carter,Montana,NA,30011,9999,Carter,Montana,NA,30011,9999,Carter MT,,30011, ,Carter MT, , ,,1944,1795,1489,1335,1155,1018,932,861,869,795
1438,30013,3040,Montana,Cascade,30013,3040,Cascade,Montana,GREAT FALLS MONT.,30013,3040,Cascade,Montana,Great Falls MT MSA,30013,3040,Cascade MT,Great Falls,30013,24500,Cascade MT,Great Falls, MT,Metro,82258,80627,77788,80318,81533,37297,42836,43160,47944,50017
1439,30015,NA,Montana,Chouteau,30015,NA,Chouteau,Montana,NA,30015,9999,Chouteau,Montana,NA,30015,9999,Chouteau MT,,30015, ,Chouteau MT, , ,,6457,6090,5468,6062,5818,3018,2771,2670,3093,2765
1440,30017,NA,Montana,Custer,30017,NA,Custer,Montana,NA,30017,9999,Custer,Montana,NA,30017,9999,Custer MT,,30017, ,Custer MT, , ,,12136,13107,11684,11678,11692,5480,7088,6424,6955,7584
1441,30019,NA,Montana,Daniels,30019,NA,Daniels,Montana,NA,30019,9999,Daniels,Montana,NA,30019,9999,Daniels MT,,30019, ,Daniels MT, , ,,3065,2830,2246,2005,1745,1621,1440,1393,1615,1302
1442,30021,NA,Montana,Dawson,30021,NA,Dawson,Montana,NA,30021,9999,Dawson,Montana,NA,30021,9999,Dawson MT,,30021, ,Dawson MT, , ,,11251,11824,9410,9050,8938,5317,6631,5052,5590,5315
1443,30023,NA,Montana,Deer Lodge,30023,NA,Deer Lodge,Montana,NA,30023,9999,Deer Lodge,Montana,NA,30023,9999,Deer Lodge MT,,30023, ,Deer Lodge MT, , ,,15677,12352,10335,9409,9299,6259,4117,3475,4299,4371
1444,30025,NA,Montana,Fallon,30025,NA,Fallon,Montana,NA,30025,9999,Fallon,Montana,NA,30025,9999,Fallon MT,,30025, ,Fallon MT, , ,,4059,3760,3070,2816,2887,1818,2149,1864,1871,2360
1445,30027,NA,Montana,Fergus,30027,NA,Fergus,Montana,NA,30027,9999,Fergus,Montana,NA,30027,9999,Fergus MT,,30027, ,Fergus MT, , ,,12625,13075,12080,11902,11588,5605,6227,6559,7119,7357
1446,30029,NA,Montana,Flathead,30029,NA,Flathead,Montana,NA,30029,9999,Flathead,Montana,NA,30029,9999,Flathead MT,,30029,28060,Flathead MT,Kalispell, MT,Micro,39716,52076,59545,74774,90868,15627,24609,33017,48658,57199
1447,30031,NA,Montana,Gallatin,30031,NA,Gallatin,Montana,NA,30031,9999,Gallatin,Montana,NA,30031,9999,Gallatin MT,,30031,14580,Gallatin MT,Bozeman, MT,Micro,32754,43120,50811,68375,89626,13396,21731,31744,51086,65399
1448,30033,NA,Montana,Garfield,30033,NA,Garfield,Montana,NA,30033,9999,Garfield,Montana,NA,30033,9999,Garfield MT,,30033, ,Garfield MT, , ,,1796,1657,1584,1268,1187,966,851,812,852,777
1449,30035,NA,Montana,Glacier,30035,NA,Glacier,Montana,NA,30035,9999,Glacier,Montana,NA,30035,9999,Glacier MT,,30035, ,Glacier MT, , ,,10823,10599,12158,13183,13431,4172,6069,5243,5785,6181
1450,30037,NA,Montana,Golden Valley,30037,NA,Golden Valley,Montana,NA,30037,9999,Golden Valley,Montana,NA,30037,9999,Golden Valley MT,,30037,13740,Golden Valley MT,Billings, MT,Metro,905,1038,911,1019,883,433,397,410,479,505
1451,30039,NA,Montana,Granite,30039,NA,Granite,Montana,NA,30039,9999,Granite,Montana,NA,30039,9999,Granite MT,,30039, ,Granite MT, , ,,2729,2698,2528,2849,3072,1139,1137,1340,1785,1491
1452,30041,NA,Montana,Hill,30041,NA,Hill,Montana,NA,30041,9999,Hill,Montana,NA,30041,9999,Hill MT,,30041, ,Hill MT, , ,,17461,18053,17667,16605,16147,7761,9860,8935,9493,10265
1453,30043,NA,Montana,Jefferson,30043,NA,Jefferson,Montana,NA,30043,9999,Jefferson,Montana,NA,30043,9999,Jefferson MT,,30043,25740,Jefferson MT,Helena, MT,Micro,5288,7075,7992,10052,11393,1862,2269,3543,4728,4655
1454,30045,NA,Montana,Judith Basin,30045,NA,Judith Basin,Montana,NA,30045,9999,Judith Basin,Montana,NA,30045,9999,Judith Basin MT,,30045, ,Judith Basin MT, , ,,2673,2662,2277,2330,2064,1257,1182,1194,1210,1124
1455,30047,NA,Montana,Lake,30047,NA,Lake,Montana,NA,30047,9999,Lake,Montana,NA,30047,9999,Lake MT,,30047, ,Lake MT, , ,,14592,19101,21048,26588,28778,4686,6836,9316,13729,13407
1456,30049,NA,Montana,Lewis And Clark,30049,NA,Lewis And Clark,Montana,NA,30049,9999,Lewis And Clark,Montana,NA,30049,9999,Lewis and Clark MT,,30049,25740,Lewis and Clark MT,Helena, MT,Micro,33455,43284,47586,55886,63605,17317,25845,29914,38591,46427
1457,30051,NA,Montana,Liberty,30051,NA,Liberty,Montana,NA,30051,9999,Liberty,Montana,NA,30051,9999,Liberty MT,,30051, ,Liberty MT, , ,,2367,2338,2287,2168,2355,1215,1197,1082,1227,1045
1458,30053,NA,Montana,Lincoln,30053,NA,Lincoln,Montana,NA,30053,9999,Lincoln,Montana,NA,30053,9999,Lincoln MT,,30053, ,Lincoln MT, , ,,18065,17779,17499,18818,19685,7130,6999,8353,8868,8853
1459,30055,NA,Montana,McCone,30055,NA,McCone,Montana,NA,30055,9999,McCone,Montana,NA,30055,9999,McCone MT,,30055, ,McCone MT, , ,,2860,2714,2259,1960,1737,1482,1339,1125,1270,1276
1460,30057,NA,Montana,Madison,30057,NA,Madison,Montana,NA,30057,9999,Madison,Montana,NA,30057,9999,Madison MT,,30057, ,Madison MT, , ,,5049,5501,5994,6870,7685,2251,2665,2913,3809,5647
1461,30059,NA,Montana,Meagher,30059,NA,Meagher,Montana,NA,30059,9999,Meagher,Montana,NA,30059,9999,Meagher MT,,30059, ,Meagher MT, , ,,2117,2155,1824,1916,1889,913,990,1038,1148,1048
1462,30061,NA,Montana,Mineral,30061,NA,Mineral,Montana,NA,30061,9999,Mineral,Montana,NA,30061,9999,Mineral MT,,30061, ,Mineral MT, , ,,2965,3655,3329,3877,4218,1180,1568,1555,1827,1964
1463,30063,NA,Montana,Missoula,30063,NA,Missoula,Montana,NA,30063,9999,Missoula,Montana,NA,30063,5140,Missoula MT,Missoula,30063,33540,Missoula MT,Missoula, MT,Metro,58472,76115,79080,96178,109455,25139,39442,47616,66193,75104
1464,30065,NA,Montana,Musselshell,30065,NA,Musselshell,Montana,NA,30065,9999,Musselshell,Montana,NA,30065,9999,Musselshell MT,,30065, ,Musselshell MT, , ,,3726,4474,4105,4471,4546,1605,1958,1759,2001,2219
1465,30067,NA,Montana,Park,30067,NA,Park,Montana,NA,30067,9999,Park,Montana,NA,30067,9999,Park MT,,30067, ,Park MT, , ,,11365,13056,14643,15710,15587,4692,6287,6598,8777,9269
1466,30069,NA,Montana,Petroleum,30069,NA,Petroleum,Montana,NA,30069,9999,Petroleum,Montana,NA,30069,9999,Petroleum MT,,30069, ,Petroleum MT, , ,,680,654,519,493,492,345,288,275,292,299
1467,30071,NA,Montana,Phillips,30071,NA,Phillips,Montana,NA,30071,9999,Phillips,Montana,NA,30071,9999,Phillips MT,,30071, ,Phillips MT, , ,,5387,5375,5150,4568,4258,2263,2588,2976,2734,2669
1468,30073,NA,Montana,Pondera,30073,NA,Pondera,Montana,NA,30073,9999,Pondera,Montana,NA,30073,9999,Pondera MT,,30073, ,Pondera MT, , ,,6707,6734,6427,6384,6166,2855,3205,2932,3260,2926
1469,30075,NA,Montana,Powder River,30075,NA,Powder River,Montana,NA,30075,9999,Powder River,Montana,NA,30075,9999,Powder River MT,,30075, ,Powder River MT, , ,,2829,2513,2077,1847,1730,1354,1383,1122,1112,1091
1470,30077,NA,Montana,Powell,30077,NA,Powell,Montana,NA,30077,9999,Powell,Montana,NA,30077,9999,Powell MT,,30077, ,Powell MT, , ,,6666,6941,6640,7203,7017,2576,2973,3133,3588,3709
1471,30079,NA,Montana,Prairie,30079,NA,Prairie,Montana,NA,30079,9999,Prairie,Montana,NA,30079,9999,Prairie MT,,30079, ,Prairie MT, , ,,1761,1833,1368,1179,1186,841,929,654,640,643
1472,30081,NA,Montana,Ravalli,30081,NA,Ravalli,Montana,NA,30081,9999,Ravalli,Montana,NA,30081,9999,Ravalli MT,,30081, ,Ravalli MT, , ,,14543,22663,25068,36301,40340,4938,7472,10552,16894,19487
1473,30083,NA,Montana,Richland,30083,NA,Richland,Montana,NA,30083,9999,Richland,Montana,NA,30083,9999,Richland MT,,30083, ,Richland MT, , ,,9827,12434,10640,9619,9748,4609,7158,5428,6130,7663
1474,30085,NA,Montana,Roosevelt,30085,NA,Roosevelt,Montana,NA,30085,9999,Roosevelt,Montana,NA,30085,9999,Roosevelt MT,,30085, ,Roosevelt MT, , ,,10369,10464,10958,10623,10443,4472,4965,4951,5298,5323
1475,30087,NA,Montana,Rosebud,30087,NA,Rosebud,Montana,NA,30087,9999,Rosebud,Montana,NA,30087,9999,Rosebud MT,,30087, ,Rosebud MT, , ,,6044,10120,10473,9399,9249,2649,5101,5758,5819,5804
1476,30089,NA,Montana,Sanders,30089,NA,Sanders,Montana,NA,30089,9999,Sanders,Montana,NA,30089,9999,Sanders MT,,30089, ,Sanders MT, , ,,7112,8697,8680,10287,11394,2743,3930,3527,5047,5233
1477,30091,NA,Montana,Sheridan,30091,NA,Sheridan,Montana,NA,30091,9999,Sheridan,Montana,NA,30091,9999,Sheridan MT,,30091, ,Sheridan MT, , ,,5801,5479,4692,4078,3371,2680,2948,2476,2447,2396
1478,30093,NA,Montana,Silver Bow,30093,NA,Silver Bow,Montana,NA,30093,9999,Silver Bow,Montana,NA,30093,9999,Silver Bow MT,,30093,15580,Silver Bow MT,Butte-Silver Bow, MT,Micro,42152,38087,33913,34571,34230,16442,17170,16143,18720,20345
1479,30095,NA,Montana,Stillwater,30095,NA,Stillwater,Montana,NA,30095,9999,Stillwater,Montana,NA,30095,9999,Stillwater MT,,30095, ,Stillwater MT, , ,,4685,5625,6573,8247,9116,1888,2221,3224,4871,4959
1480,30097,NA,Montana,Sweet Grass,30097,NA,Sweet Grass,Montana,NA,30097,9999,Sweet Grass,Montana,NA,30097,9999,Sweet Grass MT,,30097, ,Sweet Grass MT, , ,,2983,3224,3146,3633,3623,1369,1501,1754,2149,2477
1481,30099,NA,Montana,Teton,30099,NA,Teton,Montana,NA,30099,9999,Teton,Montana,NA,30099,9999,Teton MT,,30099, ,Teton MT, , ,,6131,6520,6267,6436,6079,2646,2931,2825,3313,3634
1482,30101,NA,Montana,Toole,30101,NA,Toole,Montana,NA,30101,9999,Toole,Montana,NA,30101,9999,Toole MT,,30101, ,Toole MT, , ,,5829,5572,5050,5261,5342,3004,3324,3036,3243,3281
1483,30103,NA,Montana,Treasure,30103,NA,Treasure,Montana,NA,30103,9999,Treasure,Montana,NA,30103,9999,Treasure MT,,30103, ,Treasure MT, , ,,1074,987,867,854,720,518,470,458,407,391
1484,30105,NA,Montana,Valley,30105,NA,Valley,Montana,NA,30105,9999,Valley,Montana,NA,30105,9999,Valley MT,,30105, ,Valley MT, , ,,11533,10157,8175,7653,7373,5355,5063,4403,4620,4525
1485,30107,NA,Montana,Wheatland,30107,NA,Wheatland,Montana,NA,30107,9999,Wheatland,Montana,NA,30107,9999,Wheatland MT,,30107, ,Wheatland MT, , ,,2503,2331,2246,2243,2159,1235,1083,993,1057,1021
1486,30109,NA,Montana,Wibaux,30109,NA,Wibaux,Montana,NA,30109,9999,Wibaux,Montana,NA,30109,9999,Wibaux MT,,30109, ,Wibaux MT, , ,,1451,1491,1189,1072,1005,633,681,567,674,696
1487,30111,880,Montana,Yellowstone,30111,880,Yellowstone,Montana,BILLINGS MONT.,30111,880,Yellowstone,Montana,Billings MT MSA,30111,880,Yellowstone MT,Billings,30111,13740,Yellowstone MT,Billings, MT,Metro,87824,108576,113557,129570,148406,40149,61136,69909,88147,100603
1489,31001,NA,Nebraska,Adams,31001,NA,Adams,Nebraska,NA,31001,9999,Adams,Nebraska,NA,31001,9999,Adams NE,,31001,25580,Adams NE,Hastings, NE,Micro,30542,30736,29639,31154,31338,15338,18006,18817,20578,19991
1490,31003,NA,Nebraska,Antelope,31003,NA,Antelope,Nebraska,NA,31003,9999,Antelope,Nebraska,NA,31003,9999,Antelope NE,,31003, ,Antelope NE, , ,,9025,8666,7942,7435,6668,3853,4366,4197,4851,4033
1491,31005,NA,Nebraska,Arthur,31005,NA,Arthur,Nebraska,NA,31005,9999,Arthur,Nebraska,NA,31005,9999,Arthur NE,,31005, ,Arthur NE, , ,,604,511,468,445,464,291,359,316,294,250
1492,31007,NA,Nebraska,Banner,31007,NA,Banner,Nebraska,NA,31007,9999,Banner,Nebraska,NA,31007,9999,Banner NE,,31007,42420,Banner NE,Scottsbluff, NE,Micro,1026,921,860,819,697,508,572,466,436,459
1493,31009,NA,Nebraska,Blaine,31009,NA,Blaine,Nebraska,NA,31009,9999,Blaine,Nebraska,NA,31009,9999,Blaine NE,,31009, ,Blaine NE, , ,,857,859,662,583,472,411,456,411,403,398
1494,31011,NA,Nebraska,Boone,31011,NA,Boone,Nebraska,NA,31011,9999,Boone,Nebraska,NA,31011,9999,Boone NE,,31011, ,Boone NE, , ,,8182,7382,6668,6214,5502,3223,3516,3747,3657,3709
1495,31013,NA,Nebraska,Box Butte,31013,NA,Box Butte,Nebraska,NA,31013,9999,Box Butte,Nebraska,NA,31013,9999,Box Butte NE,,31013, ,Box Butte NE, , ,,10062,13775,13116,12235,11277,4481,7893,7392,7902,6964
1496,31015,NA,Nebraska,Boyd,31015,NA,Boyd,Nebraska,NA,31015,9999,Boyd,Nebraska,NA,31015,9999,Boyd NE,,31015, ,Boyd NE, , ,,3756,3321,2830,2431,2102,1523,1609,1517,1438,1216
1497,31017,NA,Nebraska,Brown,31017,NA,Brown,Nebraska,NA,31017,9999,Brown,Nebraska,NA,31017,9999,Brown NE,,31017, ,Brown NE, , ,,4012,4379,3656,3534,3149,1809,2355,2022,2283,2153
1498,31019,NA,Nebraska,Buffalo,31019,NA,Buffalo,Nebraska,NA,31019,9999,Buffalo,Nebraska,NA,31019,9999,Buffalo NE,,31019,28260,Buffalo NE,Kearney, NE,Micro,31256,34994,37603,42310,46177,13533,19260,22795,30770,34143
1499,31021,NA,Nebraska,Burt,31021,NA,Burt,Nebraska,NA,31021,9999,Burt,Nebraska,NA,31021,9999,Burt NE,,31021, ,Burt NE, , ,,9205,8788,7880,7786,6847,3988,3974,3578,3844,3365
1500,31023,NA,Nebraska,Butler,31023,NA,Butler,Nebraska,NA,31023,9999,Butler,Nebraska,NA,31023,9999,Butler NE,,31023, ,Butler NE, , ,,9436,9327,8580,8826,8373,3741,3935,3809,4424,4511
1501,31025,NA,Nebraska,Cass,31025,NA,Cass,Nebraska,NA,31025,9999,Cass,Nebraska,NA,31025,5920,Cass NE,Omaha,31025,36540,Cass NE,Omaha-Council Bluffs, NE-IA,Metro,18217,20303,21359,24365,25263,5136,6265,6684,9045,8915
1502,31027,NA,Nebraska,Cedar,31027,NA,Cedar,Nebraska,NA,31027,9999,Cedar,Nebraska,NA,31027,9999,Cedar NE,,31027, ,Cedar NE, , ,,12158,11353,10130,9604,8818,4167,5111,4782,5465,4961
1503,31029,NA,Nebraska,Chase,31029,NA,Chase,Nebraska,NA,31029,9999,Chase,Nebraska,NA,31029,9999,Chase NE,,31029, ,Chase NE, , ,,4118,4763,4404,4053,3963,2051,2929,2617,2667,2823
1504,31031,NA,Nebraska,Cherry,31031,NA,Cherry,Nebraska,NA,31031,9999,Cherry,Nebraska,NA,31031,9999,Cherry NE,,31031, ,Cherry NE, , ,,6828,6767,6283,6152,5705,3359,3696,3555,3972,3996
1505,31033,NA,Nebraska,Cheyenne,31033,NA,Cheyenne,Nebraska,NA,31033,9999,Cheyenne,Nebraska,NA,31033,9999,Cheyenne NE,,31033, ,Cheyenne NE, , ,,10768,10049,9488,9832,9971,4904,5980,6097,7279,7445
1506,31035,NA,Nebraska,Clay,31035,NA,Clay,Nebraska,NA,31035,9999,Clay,Nebraska,NA,31035,9999,Clay NE,,31035, ,Clay NE, , ,,8261,8092,7117,7029,6545,3317,4397,4092,4449,4024
1507,31037,NA,Nebraska,Colfax,31037,NA,Colfax,Nebraska,NA,31037,9999,Colfax,Nebraska,NA,31037,9999,Colfax NE,,31037, ,Colfax NE, , ,,9506,9892,9161,10452,10537,4366,5565,5513,6638,6505
1508,31039,NA,Nebraska,Cuming,31039,NA,Cuming,Nebraska,NA,31039,9999,Cuming,Nebraska,NA,31039,9999,Cuming NE,,31039, ,Cuming NE, , ,,12052,11646,10109,10169,9156,4989,6024,6046,6751,6121
1509,31041,NA,Nebraska,Custer,31041,NA,Custer,Nebraska,NA,31041,9999,Custer,Nebraska,NA,31041,9999,Custer NE,,31041, ,Custer NE, , ,,14115,13887,12277,11784,10915,6653,7233,6884,7004,7313
1510,31043,7720,Nebraska,Dakota,31043,7720,Dakota,Nebraska,SIOUX CITY IOWA-NEBR.,31043,7720,Dakota,Nebraska,Sioux City IA--NE MSA,31043,7720,Dakota NE,Sioux City,31043,43580,Dakota NE,Sioux City, IA-NE-SD,Metro,13232,16632,16829,20296,21033,6361,9479,13694,14084,14015
1511,31045,NA,Nebraska,Dawes,31045,NA,Dawes,Nebraska,NA,31045,9999,Dawes,Nebraska,NA,31045,9999,Dawes NE,,31045, ,Dawes NE, , ,,9756,9611,8972,9054,9174,4299,4600,4457,5453,5418
1512,31047,NA,Nebraska,Dawson,31047,NA,Dawson,Nebraska,NA,31047,9999,Dawson,Nebraska,NA,31047,9999,Dawson NE,,31047,30420,Dawson NE,Lexington, NE,Micro,19831,22307,20032,24410,24335,9547,12252,11426,15246,14828
1513,31049,NA,Nebraska,Deuel,31049,NA,Deuel,Nebraska,NA,31049,9999,Deuel,Nebraska,NA,31049,9999,Deuel NE,,31049, ,Deuel NE, , ,,2690,2456,2244,2086,1937,1429,1383,1273,1136,1175
1514,31051,NA,Nebraska,Dixon,31051,NA,Dixon,Nebraska,NA,31051,9999,Dixon,Nebraska,NA,31051,9999,Dixon NE,,31051,43580,Dixon NE,Sioux City, IA-NE-SD,Metro,7433,7137,6148,6246,5978,3196,3324,3446,3139,3161
1515,31053,NA,Nebraska,Dodge,31053,NA,Dodge,Nebraska,NA,31053,9999,Dodge,Nebraska,NA,31053,9999,Dodge NE,,31053,23340,Dodge NE,Fremont, NE,Micro,34800,35876,34499,36231,36661,15981,18601,18500,22173,21759
1516,31055,5920,Nebraska,Douglas,31055,5920,Douglas,Nebraska,OMAHA NEBR.-IOWA,31055,5920,Douglas,Nebraska,Omaha NE--IA MSA,31055,5920,Douglas NE,Omaha,31055,36540,Douglas NE,Omaha-Council Bluffs, NE-IA,Metro,390807,397576,417941,464701,518664,214963,262128,326534,396873,393810
1517,31057,NA,Nebraska,Dundy,31057,NA,Dundy,Nebraska,NA,31057,9999,Dundy,Nebraska,NA,31057,9999,Dundy NE,,31057, ,Dundy NE, , ,,2917,2861,2583,2268,2008,1351,1445,1544,1403,1256
1518,31059,NA,Nebraska,Fillmore,31059,NA,Fillmore,Nebraska,NA,31059,9999,Fillmore,Nebraska,NA,31059,9999,Fillmore NE,,31059, ,Fillmore NE, , ,,8159,7909,7088,6607,5876,3904,4357,4115,4129,3790
1519,31061,NA,Nebraska,Franklin,31061,NA,Franklin,Nebraska,NA,31061,9999,Franklin,Nebraska,NA,31061,9999,Franklin NE,,31061, ,Franklin NE, , ,,4527,4370,3932,3544,3232,1979,2187,1840,1806,1592
1520,31063,NA,Nebraska,Frontier,31063,NA,Frontier,Nebraska,NA,31063,9999,Frontier,Nebraska,NA,31063,9999,Frontier NE,,31063, ,Frontier NE, , ,,4000,3644,3094,3085,2756,1570,1832,1687,1770,1620
1521,31065,NA,Nebraska,Furnas,31065,NA,Furnas,Nebraska,NA,31065,9999,Furnas,Nebraska,NA,31065,9999,Furnas NE,,31065, ,Furnas NE, , ,,6868,6494,5530,5299,4952,3013,3510,2940,2951,3109
1522,31067,NA,Nebraska,Gage,31067,NA,Gage,Nebraska,NA,31067,9999,Gage,Nebraska,NA,31067,9999,Gage NE,,31067,13100,Gage NE,Beatrice, NE,Micro,25631,24456,22813,22955,22294,11275,13118,12635,14623,13493
1523,31069,NA,Nebraska,Garden,31069,NA,Garden,Nebraska,NA,31069,9999,Garden,Nebraska,NA,31069,9999,Garden NE,,31069, ,Garden NE, , ,,2939,2796,2452,2289,2080,1496,1541,1534,1440,1373
1524,31071,NA,Nebraska,Garfield,31071,NA,Garfield,Nebraska,NA,31071,9999,Garfield,Nebraska,NA,31071,9999,Garfield NE,,31071, ,Garfield NE, , ,,2426,2358,2148,1899,2040,1137,1305,1281,1343,1504
1525,31073,NA,Nebraska,Gosper,31073,NA,Gosper,Nebraska,NA,31073,9999,Gosper,Nebraska,NA,31073,9999,Gosper NE,,31073,30420,Gosper NE,Lexington, NE,Micro,2199,2136,1928,2146,2044,944,1153,1013,993,1036
1526,31075,NA,Nebraska,Grant,31075,NA,Grant,Nebraska,NA,31075,9999,Grant,Nebraska,NA,31075,9999,Grant NE,,31075, ,Grant NE, , ,,1034,873,759,736,614,519,530,469,420,484
1527,31077,NA,Nebraska,Greeley,31077,NA,Greeley,Nebraska,NA,31077,9999,Greeley,Nebraska,NA,31077,9999,Greeley NE,,31077, ,Greeley NE, , ,,3995,3453,3000,2712,2542,1640,1623,1580,1515,1540
1528,31079,NA,Nebraska,Hall,31079,NA,Hall,Nebraska,NA,31079,9999,Hall,Nebraska,NA,31079,9999,Hall NE,,31079,24260,Hall NE,Grand Island, NE,Metro,42784,47894,49118,53569,58814,22615,29019,31779,39232,41844
1529,31081,NA,Nebraska,Hamilton,31081,NA,Hamilton,Nebraska,NA,31081,9999,Hamilton,Nebraska,NA,31081,9999,Hamilton NE,,31081,24260,Hamilton NE,Grand Island, NE,Metro,8822,9321,8853,9377,9120,3578,4543,4651,4918,5319
1530,31083,NA,Nebraska,Harlan,31083,NA,Harlan,Nebraska,NA,31083,9999,Harlan,Nebraska,NA,31083,9999,Harlan NE,,31083, ,Harlan NE, , ,,4359,4298,3806,3764,3417,1939,2111,1940,1896,1841
